OrderNumber;OrderDate;OrderType;CustomerType;CustomerName;CustomerState;ProductCategory;ProductNumber;ProductName;Quantity;Price;Discount;OrderTotal
1001153;Mar 29, 2020;Retail;Individual;Carly Goel;Indiana;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1001154;Mar 29, 2020;Retail;Individual;Alexandria Rogers;Nebraska;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1001155;Mar 29, 2020;Wholesale;Business;Meredith Alvarez LLC;Texas;Rose;RS511;Cabbage Rose;4,00;$20,95;$4,19;$79,61
1001156;Mar 29, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Daisy;DS810;Gerbera Virdifolia;11,00;$44,95;$8,99;$485,46
1001157;Mar 29, 2020;Wholesale;Business;Eugene Zhao LLC;Texas;Rose;RS521;Hybrid Musk;64,00;$19,50;$3,90;$1.244,10
1001158;Mar 29, 2020;Wholesale;Business;Katherine Perry Inc.;District of Columbia;Rose;RS520;Rogusa Rose;50,00;$17,50;$3,50;$871,50
1001159;Mar 30, 2020;Wholesale;Business;Luis Diaz Technologies;Minnesota;Orchid;OC606;Vanda Orchid;11,00;$225,00;$45,00;$2.430,00
1001160;Mar 30, 2020;Retail;Individual;Steven Rogers;Arizona;Sunflower;SF707;Italian White;1,00;$599,00;$0,00;$599,00
1001161;Mar 30, 2020;Wholesale;Business;Maria Morgan Group;Texas;Orchid;OC607;Zygopetalum Orchid;3,00;$245,00;$49,00;$686,00
1001162;Mar 30, 2020;Wholesale;Business;Jose Li Inc.;Maryland;Sunflower;SF702;American Giant Hybrid;7,00;$899,00;$179,80;$6.113,20
1001163;Mar 30, 2020;Retail;Individual;Walter Hernandez;Ohio;Orchid;OC606;Vanda Orchid;1,00;$225,00;$0,00;$225,00
1001164;Mar 30, 2020;Wholesale;Business;Carol Howard Group;Hawaii;Sunflower;SF306;Chianti;22,00;$250,00;$50,00;$5.450,00
1001165;Mar 30, 2020;Wholesale;Business;Grace Henderson Group;Pennsylvania;Rose;RS503;Multiflora Rose;28,00;$24,99;$5,00;$694,72
1001166;Mar 30, 2020;Wholesale;Business;Kendra Gutierrez Inc..;Oklahoma;Daisy;DS808;Pale Purple Coneflower;7,00;$34,99;$7,00;$237,93
1001167;Mar 30, 2020;Retail;Individual;Reginald Serrano;Florida;Daisy;DS801;Rough Daisy;1,00;$36,99;$0,00;$36,99
1001168;Mar 30, 2020;Retail;Individual;Dwayne Gomez;Oregon;Orchid;OC201;Phalaenopsis Orchid;1,00;$54,00;$0,00;$54,00
1001169;Mar 30, 2020;Wholesale;Business;Melanie Rivera Inc.;California;Daisy;DS802;Mojave Desert Star;46,00;$49,95;$9,99;$2.287,71
1001170;Mar 30, 2020;Retail;Individual;Megan Barnes;New York;Daisy;DS812;Marguerite Daisy;1,00;$28,99;$0,00;$28,99
1001171;Mar 31, 2020;Wholesale;Business;Sydney Carter Security;Florida;Rose;RS107;French Rose;8,00;$12,00;$2,40;$93,60
1001172;Mar 31, 2020;Wholesale;Business;Christine Nara Inc.;North Carolina;Rose;RS503;Multiflora Rose;7,00;$24,99;$5,00;$169,93
1001173;Mar 31, 2020;Retail;Individual;Julie Anand;New Jersey;Sunflower;SF705;Suntastic Yellow;1,00;$684,00;$0,00;$684,00
1001174;Mar 31, 2020;Retail;Individual;Faith Reed;Florida;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1001175;Mar 31, 2020;Retail;Individual;Natalie Campbell;Texas;Orchid;OC605;Psychopsis Orchid;1,00;$214,00;$0,00;$214,00
1001176;Mar 31, 2020;Wholesale;Business;Savannah Reed Securities;New York;Orchid;OC203;Cycnoches Orchid;10,00;$69,00;$13,80;$676,20
1001177;Mar 31, 2020;Retail;Individual;Erin Sanders;Alabama;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1001178;Mar 31, 2020;Wholesale;Business;Levi Arun Inc.;New York;Daisy;DS813;English Daisy;7,00;$29,99;$6,00;$203,93
1001179;Mar 31, 2020;Wholesale;Business;Alexandra Richardson Industries;Tennessee;Daisy;DS809;Eastern Purple Coneflower;13,00;$42,99;$8,60;$550,27
1001180;Mar 31, 2020;Retail;Individual;Hailey Bryant;Florida;Daisy;DS811;Ox-Eye Daisy;1,00;$27,50;$0,00;$27,50
1001181;Mar 31, 2020;Wholesale;Business;Ian Richardson Invisionaries;Minnesota;Rose;RS108;Panda Robot Blueprint;7,00;$7,99;$1,60;$54,33
1001182;Mar 31, 2020;Retail;Individual;Gabriel Green;Louisiana;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1001183;Mar 31, 2020;Wholesale;Business;Isaiah Collins Inc.;District of Columbia;Orchid;OC606;Vanda Orchid;9,00;$225,00;$45,00;$1.980,00
1001184;Mar 31, 2020;Retail;Individual;Robert Collins;North Carolina;Orchid;OC206;Dendrobium Orchid;1,00;$119,00;$0,00;$119,00
1001185;Mar 31, 2020;Wholesale;Business;Mason Roberts Inc.;North Carolina;Rose;RS106;China Rose;13,00;$8,99;$1,80;$115,07
1001186;Mar 31, 2020;Wholesale;Business;Alyssa Davis Inc.;Maryland;Rose;RS110;Noisette Rose;7,00;$12,00;$2,40;$81,60
1001187;Mar 31, 2020;Retail;Individual;Kevin Scott;District of Columbia;Daisy;DS813;English Daisy;1,00;$29,99;$0,00;$29,99
1001188;Mar 31, 2020;Retail;Individual;Fernando Taylor;Minnesota;Rose;RS109;Floribunda;1,00;$10,99;$0,00;$10,99
1001189;Apr 1, 2020;Wholesale;Business;Omar Raje Inc.;Virginia;Daisy;DS806;Shasta Daisy;6,00;$49,00;$9,80;$284,20
1001190;Apr 1, 2020;Wholesale;Business;Jose Li Inc.;Maryland;Daisy;DS802;Mojave Desert Star;5,00;$49,95;$9,99;$239,76
1001191;Apr 1, 2020;Retail;Business;Mario Goel Inc.;Massachusetts;Rose;RS509;Bourbon Rose;13,00;$19,99;$0,00;$259,87
1001192;Apr 1, 2020;Retail;Individual;Carol Rubio;California;Daisy;DS801;Rough Daisy;1,00;$36,99;$0,00;$36,99
1001193;Apr 1, 2020;Retail;Individual;Leonard Nara;Maryland;Rose;RS101;Prickly Wild Rose;1,00;$9,99;$0,00;$9,99
1001194;Apr 1, 2020;Wholesale;Business;Christy Chow Inc.;Florida;Rose;RS104;Beach Rose;63,00;$4,99;$1,00;$313,37
1001195;Apr 1, 2020;Retail;Individual;Xavier Moore;Iowa;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1001196;Apr 1, 2020;Retail;Individual;Jacqueline Hayes;Florida;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1001197;Apr 1, 2020;Retail;Individual;Brandi Gill;South Carolina;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1001198;Apr 1, 2020;Wholesale;Business;Grace Henderson Group;Pennsylvania;Rose;RS503;Multiflora Rose;50,00;$24,99;$5,00;$1.244,50
1001199;Apr 1, 2020;Wholesale;Business;Samantha Jenkins Innovations;New York;Sunflower;SF306;Chianti;70,00;$250,00;$50,00;$17.450,00
1001200;Apr 2, 2020;Wholesale;Business;Sarah Thompson LLC;Alabama;Rose;RS508;Ayrshire Rose;6,00;$15,50;$3,10;$89,90
1001201;Apr 2, 2020;Wholesale;Business;Kelsey Becker Group;Pennsylvania;Rose;RS514;Grandiflora;11,00;$23,99;$4,80;$259,09
1001202;Apr 2, 2020;Wholesale;Business;Jonathon Alvarez Inc.;Michigan;Rose;RS521;Hybrid Musk;5,00;$19,50;$3,90;$93,60
1001203;Apr 2, 2020;Wholesale;Business;Marcus Anderson Inc.;Alabama;Rose;RS520;Rogusa Rose;12,00;$17,50;$3,50;$206,50
1001204;Apr 2, 2020;Wholesale;Business;Jose Li Inc.;Maryland;Rose;RS521;Hybrid Musk;3,00;$19,50;$3,90;$54,60
1001205;Apr 2, 2020;Wholesale;Business;Alejandro Zhou LLC;Texas;Orchid;OC201;Phalaenopsis Orchid;8,00;$54,00;$10,80;$421,20
1001206;Apr 2, 2020;Wholesale;Business;Katherine Carter LLC;Minnesota;Sunflower;SF305;Ms. Mars;93,00;$455,00;$91,00;$42.224,00
1001207;Apr 2, 2020;Retail;Individual;Brendan Chande;Indiana;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1001208;Apr 2, 2020;Retail;Individual;John Sandstone;Massachusetts;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1001209;Apr 2, 2020;Wholesale;Business;Luis Wang Company;Missouri;Daisy;DS804;Chrysanthemum Daisy;8,00;$37,99;$7,60;$296,32
1001210;Apr 2, 2020;Wholesale;Business;Marcus Jones Technologies;Arkansas;Rose;RS102;Carolina Rose;39,00;$8,99;$1,80;$348,81
1001211;Apr 2, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Daisy;DS803;Curly Leaf Daisy;9,00;$29,99;$6,00;$263,91
1001212;Apr 2, 2020;Retail;Individual;Kellie Hernandez;North Carolina;Orchid;OC203;Cycnoches Orchid;1,00;$69,00;$0,00;$69,00
1001213;Apr 2, 2020;Retail;Individual;Morgan Foster;Texas;Orchid;OC605;Psychopsis Orchid;4,00;$214,00;$0,00;$856,00
1001214;Apr 2, 2020;Retail;Individual;Janet Munoz;Florida;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1001215;Apr 2, 2020;Retail;Individual;Meredith Vazquez;Massachusetts;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1001216;Apr 3, 2020;Wholesale;Business;Alejandro Zhou LLC;Texas;Sunflower;SF302;Sunny Smile;12,00;$395,00;$79,00;$4.661,00
1001217;Apr 3, 2020;Wholesale;Business;Alexandra Richardson Industries;Tennessee;Rose;RS110;Noisette Rose;13,00;$12,00;$2,40;$153,60
1001218;Apr 3, 2020;Retail;Business;Shannon Sun Inc.;Texas;Sunflower;SF306;Chianti;3,00;$250,00;$0,00;$750,00
1001219;Apr 3, 2020;Retail;Individual;Chloe Campbell;Texas;Orchid;OC603;Paphiopedlium Orchid;2,00;$189,00;$0,00;$378,00
1001220;Apr 3, 2020;Retail;Individual;Cassidy Hughes;New York;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1001221;Apr 3, 2020;Wholesale;Business;Blake Roberts Inc.;Virginia;Daisy;DS809;Eastern Purple Coneflower;11,00;$42,99;$8,60;$464,29
1001222;Apr 3, 2020;Wholesale;Business;Emily Miller LLC;Iowa;Daisy;DS810;Gerbera Virdifolia;3,00;$44,95;$8,99;$125,86
1001223;Apr 3, 2020;Wholesale;Business;Mandar Samant Inc.;California;Rose;RS507;White Rose of York;6,00;$13,99;$2,80;$81,14
1001224;Apr 3, 2020;Wholesale;Business;Samantha Jenkins Innovations;New York;Orchid;OC209;Lycaste Orchid;5,00;$179,00;$35,80;$859,20
1001225;Apr 3, 2020;Retail;Individual;Jonathan Anderson;Missouri;Orchid;OC602;Miltonia Orchid;2,00;$189,00;$0,00;$378,00
1001226;Apr 3, 2020;Retail;Individual;Evelyn Malhotra;Florida;Sunflower;SF303;Terracotta;1,00;$450,00;$0,00;$450,00
1001227;Apr 4, 2020;Retail;Individual;Savannah Carter;Florida;Orchid;OC605;Psychopsis Orchid;2,00;$214,00;$0,00;$428,00
1001228;Apr 4, 2020;Retail;Individual;Christine Chande;Texas;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1001229;Apr 4, 2020;Retail;Individual;Joel Garcia;Tennessee;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1001230;Apr 4, 2020;Wholesale;Business;Cole Torres LLC;Oregon;Rose;RS106;China Rose;7,00;$8,99;$1,80;$61,13
1001231;Apr 4, 2020;Retail;Individual;Austin Bryant;New York;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1001232;Apr 4, 2020;Wholesale;Business;Jason Zhang Industries;Missouri;Rose;RS104;Beach Rose;5,00;$4,99;$1,00;$23,95
1001233;Apr 4, 2020;Wholesale;Business;Gabriella Morris LLC;California;Sunflower;SF707;Italian White;4,00;$599,00;$119,80;$2.276,20
1001234;Apr 4, 2020;Wholesale;Business;Devon Kennedy Technologies;Louisiana;Orchid;OC602;Miltonia Orchid;71,00;$189,00;$37,80;$13.381,20
1001235;Apr 4, 2020;Retail;Individual;Kristina Chandra;North Carolina;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1001236;Apr 4, 2020;Wholesale;Business;Tyrone Serrano Inc.;Florida;Rose;RS108;Panda Robot Blueprint;3,00;$7,99;$1,60;$22,37
1001237;Apr 4, 2020;Retail;Individual;Kristen Gao;Pennsylvania;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1001238;Apr 4, 2020;Wholesale;Business;Deanna Perez Group;Virginia;Sunflower;SF306;Chianti;11,00;$250,00;$50,00;$2.700,00
1001239;Apr 4, 2020;Wholesale;Business;Isabella Lopez LLC;Virginia;Rose;RS104;Beach Rose;8,00;$4,99;$1,00;$38,92
1001240;Apr 4, 2020;Wholesale;Business;Jeremy Butler Group;Colorado;Rose;RS101;Prickly Wild Rose;7,00;$9,99;$2,00;$67,93
1001241;Apr 4, 2020;Retail;Individual;Lindsey Andersen;Kentucky;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1001242;Apr 4, 2020;Retail;Individual;Harold Sai;Florida;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1001243;Apr 4, 2020;Wholesale;Business;Shannon Carlson LLC;Virginia;Rose;RS502;Rosa Glauca;8,00;$24,95;$4,99;$194,61
1001244;Apr 4, 2020;Retail;Individual;Carl Andersen;Virginia;Sunflower;SF704;Giant Sungold;1,00;$699,00;$0,00;$699,00
1001245;Apr 5, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Daisy;DS811;Ox-Eye Daisy;6,00;$27,50;$5,50;$159,50
1001246;Apr 5, 2020;Wholesale;Business;Jasmine Taylor Inc.;Maryland;Rose;RS104;Beach Rose;8,00;$4,99;$1,00;$38,92
1001247;Apr 5, 2020;Retail;Individual;Adam Hernandez;Minnesota;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1001248;Apr 5, 2020;Wholesale;Business;Eugene Zhao LLC;Texas;Sunflower;SF705;Suntastic Yellow;10,00;$684,00;$136,80;$6.703,20
1001249;Apr 5, 2020;Wholesale;Business;Ryan Perry LLC;Minnesota;Sunflower;SF306;Chianti;7,00;$250,00;$50,00;$1.700,00
1001250;Apr 5, 2020;Wholesale;Business;Andrew Wedge Inc.;Georgia;Orchid;OC603;Paphiopedlium Orchid;3,00;$189,00;$37,80;$529,20
1001251;Apr 5, 2020;Wholesale;Business;Katherine Carter LLC;Minnesota;Orchid;OC605;Psychopsis Orchid;9,00;$214,00;$42,80;$1.883,20
1001252;Apr 5, 2020;Retail;Individual;Roy Navarro;Illinois;Sunflower;SF302;Sunny Smile;1,00;$395,00;$0,00;$395,00
1001253;Apr 5, 2020;Retail;Individual;Kaitlyn Perez;Arizona;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1001254;Apr 5, 2020;Wholesale;Business;Chloe Nelson AITech;Arizona;Rose;RS108;Panda Robot Blueprint;4,00;$7,99;$1,60;$30,36
1001255;Apr 5, 2020;Wholesale;Business;Kimberly Rivera Inc.;New Hampshire;Daisy;DS807;Osteospermum Daisy;42,00;$32,95;$6,59;$1.377,31
1001256;Apr 6, 2020;Wholesale;Business;Theresa Alvarez Inc.;Pennsylvania;Daisy;DS804;Chrysanthemum Daisy;6,00;$37,99;$7,60;$220,34
1001257;Apr 6, 2020;Wholesale;Business;Jaclyn Guo;Florida;Orchid;OC603;Paphiopedlium Orchid;10,00;$189,00;$37,80;$1.852,20
1001258;Apr 6, 2020;Retail;Individual;Isaiah Allen;Nebraska;Rose;RS110;Noisette Rose;1,00;$12,00;$0,00;$12,00
1001259;Apr 6, 2020;Retail;Individual;Tara Raji;Arkansas;Orchid;OC605;Psychopsis Orchid;2,00;$214,00;$0,00;$428,00
1001260;Apr 6, 2020;Wholesale;Business;Katrina Becker Group;Tennessee;Orchid;OC209;Lycaste Orchid;13,00;$179,00;$35,80;$2.291,20
1001261;Apr 6, 2020;Retail;Individual;Greg Taylor;New York;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1001262;Apr 6, 2020;Wholesale;Business;Derek Tang Inc.;North Dakota;Rose;RS109;Floribunda;61,00;$10,99;$2,20;$668,19
1001263;Apr 6, 2020;Wholesale;Business;Latasha Munoz Inc.;California;Orchid;OC202;Catasetum Orchid;13,00;$58,95;$11,79;$754,56
1001264;Apr 6, 2020;Wholesale;Business;Trevor Simmons Inc.;Ohio;Orchid;OC603;Paphiopedlium Orchid;6,00;$189,00;$37,80;$1.096,20
1001265;Apr 6, 2020;Retail;Individual;Francisco Sara;Pennsylvania;Sunflower;SF307;Moulin Rouge;1,00;$499,00;$0,00;$499,00
1001266;Apr 6, 2020;Retail;Individual;Adam Kumar;Pennsylvania;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1001267;Apr 6, 2020;Wholesale;Business;Seth Alexander Group;Illinois;Rose;RS521;Hybrid Musk;11,00;$19,50;$3,90;$210,60
1001268;Apr 6, 2020;Retail;Individual;Wesley Zheng;Oklahoma;Rose;RS518;Moss Rose;1,00;$14,99;$0,00;$14,99
1001269;Apr 6, 2020;Retail;Individual;Willie Raje;Illinois;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1001270;Apr 6, 2020;Retail;Individual;Kurt Jai;North Carolina;Sunflower;SF704;Giant Sungold;2,00;$699,00;$0,00;$1.398,00
1001271;Apr 6, 2020;Wholesale;Business;Brianna Morris Inc.;District of Columbia;Sunflower;SF306;Chianti;53,00;$250,00;$50,00;$13.200,00
1001272;Apr 6, 2020;Wholesale;Business;Elizabeth Johnson LLC;Florida;Rose;RS110;Noisette Rose;21,00;$12,00;$2,40;$249,60
1001273;Apr 6, 2020;Wholesale;Business;Deanna Perez Group;Virginia;Rose;RS506;Heirloom Rose;79,00;$16,99;$3,40;$1.338,81
1001274;Apr 6, 2020;Retail;Individual;Evelyn Gonzalez;Virginia;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1001275;Apr 7, 2020;Wholesale;Business;Frank Navarro LLC;California;Orchid;OC606;Vanda Orchid;5,00;$225,00;$45,00;$1.080,00
1001276;Apr 7, 2020;Retail;Individual;Sophia Wright;California;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1001277;Apr 7, 2020;Wholesale;Business;Sebastian Reed;Florida;Orchid;OC202;Catasetum Orchid;8,00;$58,95;$11,79;$459,81
1001278;Apr 7, 2020;Wholesale;Business;Florian Stiller LLC;Florida;Daisy;DS811;Ox-Eye Daisy;9,00;$27,50;$5,50;$242,00
1001279;Apr 7, 2020;Wholesale;Business;Jasmine Barnes LLC;North Dakota;Daisy;DS804;Chrysanthemum Daisy;13,00;$37,99;$7,60;$486,27
1001280;Apr 7, 2020;Wholesale;Business;Darryl Wu LLC;Louisiana;Daisy;DS811;Ox-Eye Daisy;9,00;$27,50;$5,50;$242,00
1001281;Apr 7, 2020;Retail;Individual;Randall Gomez;California;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1001282;Apr 7, 2020;Retail;Individual;Hannah Anderson;California;Rose;RS520;Rogusa Rose;1,00;$17,50;$0,00;$17,50
1001283;Apr 7, 2020;Wholesale;Business;Devin Martinez Inc.;North Carolina;Rose;RS106;China Rose;10,00;$8,99;$1,80;$88,10
1001284;Apr 7, 2020;Wholesale;Business;Ryan Perry LLC;Minnesota;Daisy;DS804;Chrysanthemum Daisy;12,00;$37,99;$7,60;$448,28
1001285;Apr 7, 2020;Wholesale;Business;Brandi Sanz SkyKites;Florida;Rose;RS514;Grandiflora;9,00;$23,99;$4,80;$211,11
1001286;Apr 7, 2020;Retail;Individual;Mackenzie Phillips;Alabama;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1001287;Apr 7, 2020;Wholesale;Business;Jonathan Hill Group;Idaho;Rose;RS108;Panda Robot Blueprint;5,00;$7,99;$1,60;$38,35
1001288;Apr 7, 2020;Retail;Individual;Jamie Li;Alaska;Orchid;OC208;Epidendrum Orchid;1,00;$167,00;$0,00;$167,00
1001289;Apr 8, 2020;Retail;Individual;Rachel Reed;Missouri;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1001290;Apr 8, 2020;Retail;Individual;Taylor Patterson;Florida;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1001291;Apr 8, 2020;Retail;Individual;Randy Sun;California;Orchid;OC605;Psychopsis Orchid;1,00;$214,00;$0,00;$214,00
1001292;Apr 8, 2020;Wholesale;Business;Veronica Sanchez LLC;Florida;Sunflower;SF704;Giant Sungold;11,00;$699,00;$139,80;$7.549,20
1001293;Apr 8, 2020;Wholesale;Business;Seth Anderson LLC;Wyoming;Daisy;DS808;Pale Purple Coneflower;7,00;$34,99;$7,00;$237,93
1001294;Apr 8, 2020;Wholesale;Business;Maria Reed Inc.;Minnesota;Sunflower;SF303;Terracotta;4,00;$450,00;$90,00;$1.710,00
1001295;Apr 8, 2020;Retail;Individual;Jasmine Stewart;Washington;Rose;RS105;Portland Rose;1,00;$12,00;$0,00;$12,00
1001296;Apr 8, 2020;Retail;Individual;Lauren Miller;Maryland;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1001297;Apr 8, 2020;Retail;Individual;Charles Miller;Florida;Orchid;OC606;Vanda Orchid;2,00;$225,00;$0,00;$450,00
1001298;Apr 9, 2020;Wholesale;Business;Dawn Lal LLC;Ohio;Rose;RS502;Rosa Glauca;10,00;$24,95;$4,99;$244,51
1001299;Apr 9, 2020;Wholesale;Business;Cole Torres LLC;Oregon;Sunflower;SF706;Firecracker;4,00;$883,00;$176,60;$3.355,40
1001300;Apr 9, 2020;Wholesale;Business;Dawn Lal LLC;Ohio;Rose;RS507;White Rose of York;11,00;$13,99;$2,80;$151,09
1001301;Apr 9, 2020;Wholesale;Business;Katherine Smith Inc.;New York;Orchid;OC202;Catasetum Orchid;8,00;$58,95;$11,79;$459,81
1001302;Apr 9, 2020;Retail;Individual;Luke Allen;Alabama;Sunflower;SF303;Terracotta;1,00;$450,00;$0,00;$450,00
1001303;Apr 9, 2020;Wholesale;Business;Seth Anderson LLC;Wyoming;Orchid;OC606;Vanda Orchid;3,00;$225,00;$45,00;$630,00
1001304;Apr 9, 2020;Wholesale;Business;Jason Carter Inc.;Indiana;Daisy;DS813;English Daisy;9,00;$29,99;$6,00;$263,91
1001305;Apr 9, 2020;Wholesale;Business;Erika Rubio Inc.;California;Orchid;OC204;Cymbidium Orchid;4,00;$89,00;$17,80;$338,20
1001306;Apr 9, 2020;Retail;Business;Kristi Alvarez TechSupplies;District of Columbia;Daisy;DS810;Gerbera Virdifolia;3,00;$44,95;$0,00;$134,85
1001307;Apr 9, 2020;Retail;Individual;Martin Malhotra;Alaska;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1001308;Apr 9, 2020;Wholesale;Business;Ashley Lewis LLC;Nebraska;Sunflower;SF306;Chianti;5,00;$250,00;$50,00;$1.200,00
1001309;Apr 9, 2020;Wholesale;Business;Mason Roberts Inc.;North Carolina;Rose;RS110;Noisette Rose;6,00;$11,99;$2,40;$69,54
1001310;Apr 9, 2020;Wholesale;Business;Luis Wang Company;Missouri;Rose;RS101;Prickly Wild Rose;10,00;$9,99;$2,00;$97,90
1001311;Apr 9, 2020;Retail;Individual;Carson Hayes;Pennsylvania;Orchid;OC204;Cymbidium Orchid;1,00;$89,00;$0,00;$89,00
1001312;Apr 9, 2020;Retail;Individual;Evan Hernandez;Georgia;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1001313;Apr 10, 2020;Wholesale;Business;Morgan Morris;Kansas;Daisy;DS807;Osteospermum Daisy;6,00;$32,95;$6,59;$191,11
1001314;Apr 10, 2020;Wholesale;Business;Veronica Sanchez LLC;Florida;Rose;RS110;Noisette Rose;7,00;$12,00;$2,40;$81,60
1001315;Apr 10, 2020;Wholesale;Business;Rosa Wang LLC;New York;Rose;RS108;Panda Robot Blueprint;10,00;$7,99;$1,60;$78,30
1001316;Apr 10, 2020;Retail;Individual;Todd Gao;New Jersey;Daisy;DS807;Osteospermum Daisy;1,00;$32,95;$0,00;$32,95
1001317;Apr 10, 2020;Wholesale;Business;Vanessa Russell LLC;California;Rose;RS517;Wild Alberta Rose;13,00;$19,50;$3,90;$249,60
1001318;Apr 10, 2020;Wholesale;Business;Lacey Huang andSons;Arkansas;Rose;RS501;Prairie Rose;13,00;$23,99;$4,80;$307,07
1001319;Apr 10, 2020;Retail;Individual;Casey Munoz;California;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1001320;Apr 10, 2020;Retail;Business;Ruth Madan Games;Massachusetts;Sunflower;SF306;Chianti;3,00;$250,00;$0,00;$750,00
1001321;Apr 10, 2020;Retail;Individual;Gary Ortega;Alabama;Daisy;DS813;English Daisy;1,00;$29,99;$0,00;$29,99
1001322;Apr 10, 2020;Wholesale;Business;Rosa Wang LLC;New York;Rose;RS521;Hybrid Musk;7,00;$19,50;$3,90;$132,60
1001323;Apr 10, 2020;Retail;Individual;Maurice Lal;New York;Rose;RS508;Ayrshire Rose;1,00;$15,50;$0,00;$15,50
1001324;Apr 10, 2020;Retail;Individual;Bonnie Nath;District of Columbia;Rose;RS110;Noisette Rose;1,00;$12,00;$0,00;$12,00
1001325;Apr 10, 2020;Wholesale;Business;Latasha Munoz Inc.;California;Orchid;OC605;Psychopsis Orchid;97,00;$214,00;$42,80;$20.715,20
1001326;Apr 11, 2020;Wholesale;Business;Joy Ramos Group;Massachusetts;Orchid;OC607;Zygopetalum Orchid;11,00;$245,00;$49,00;$2.646,00
1001327;Apr 11, 2020;Retail;Individual;Erika Navarro;New Jersey;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1001328;Apr 11, 2020;Retail;Individual;Lydia Sanchez;New York;Daisy;DS813;English Daisy;1,00;$29,99;$0,00;$29,99
1001329;Apr 11, 2020;Retail;Individual;Francisco Chandra;Florida;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1001330;Apr 11, 2020;Retail;Individual;Danny Travers;Texas;Orchid;OC605;Psychopsis Orchid;1,00;$214,00;$0,00;$214,00
1001331;Apr 11, 2020;Retail;Individual;Chloe Garcia;California;Sunflower;SF702;American Giant Hybrid;1,00;$899,00;$0,00;$899,00
1001332;Apr 11, 2020;Wholesale;Business;Morgan Gonzalez Inc.;Washington;Daisy;DS805;Barberton Daisy;9,00;$49,00;$9,80;$431,20
1001333;Apr 11, 2020;Wholesale;Business;Ryan Perry LLC;Minnesota;Rose;RS106;China Rose;9,00;$8,99;$1,80;$79,11
1001334;Apr 11, 2020;Wholesale;Business;Mason Roberts Inc.;North Carolina;Orchid;OC203;Cycnoches Orchid;58,00;$69,00;$13,80;$3.988,20
1001335;Apr 11, 2020;Wholesale;Business;Jordan Coleman InformationSystems;Arizona;Rose;RS109;Floribunda;9,00;$10,99;$2,20;$96,71
1001336;Apr 11, 2020;Wholesale;Business;Antonio Bryant Inc.;New York;Rose;RS506;Heirloom Rose;67,00;$16,99;$3,40;$1.134,93
1001337;Apr 11, 2020;Wholesale;Business;Kendra Gutierrez Inc..;Oklahoma;Rose;RS508;Ayrshire Rose;75,00;$15,50;$3,10;$1.159,40
